"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Morgan","Morgan","Morgan County","29141","MO","Missouri","38.4237","-92.8860","20438"
"Carbon","Carbon","Carbon County","49007","UT","Utah","39.6481","-110.5888","20401"
"Kewaunee","Kewaunee","Kewaunee County","55061","WI","Wisconsin","44.5161","-87.6153","20398"
"Uinta","Uinta","Uinta County","56041","WY","Wyoming","41.2876","-110.5476","20374"
"Spencer","Spencer","Spencer County","18147","IN","Indiana","38.0140","-87.0077","20364"
"Woodward","Woodward","Woodward County","40153","OK","Oklahoma","36.4227","-99.2651","20352"
"Worth","Worth","Worth County","13321","GA","Georgia","31.5515","-83.8509","20346"
"Wayne","Wayne","Wayne County","28153","MS","Mississippi","31.6408","-88.6958","20344"
"Taylor","Taylor","Taylor County","55119","WI","Wisconsin","45.2116","-90.5012","20320"
"Washington","Washington","Washington County","13303","GA","Georgia","32.9695","-82.7959","20316"
"Saluda","Saluda","Saluda County","45081","SC","South Carolina","34.0061","-81.7268","20292"
"Breckinridge","Breckinridge","Breckinridge County","21027","KY","Kentucky","37.7732","-86.4293","20283"
"Richland","Richland","Richland Parish","22083","LA","Louisiana","32.4178","-91.7635","20251"
"DeWitt","DeWitt","DeWitt County","48123","TX","Texas","29.0821","-97.3568","20217"
"Adams","Adams","Adams County","55001","WI","Wisconsin","43.9695","-89.7704","20208"
"Carroll","Carroll","Carroll County","19027","IA","Iowa","42.0362","-94.8605","20150"
"Carroll","Carroll","Carroll County","18015","IN","Indiana","40.5828","-86.5635","20137"
"Dakota","Dakota","Dakota County","31043","NE","Nebraska","42.3911","-96.5646","20124"
"Clay","Clay","Clay County","21051","KY","Kentucky","37.1597","-83.7147","20110"
"Franklin","Franklin","Franklin Parish","22041","LA","Louisiana","32.1333","-91.6738","20109"
"DeKalb","DeKalb","DeKalb County","47041","TN","Tennessee","35.9799","-85.8328","20104"
"Winneshiek","Winneshiek","Winneshiek County","19191","IA","Iowa","43.2907","-91.8437","20090"
"Lavaca","Lavaca","Lavaca County","48285","TX","Texas","29.3843","-96.9302","20072"
"Fulton","Fulton","Fulton County","18049","IN","Indiana","41.0470","-86.2636","20069"
"Pickens","Pickens","Pickens County","01107","AL","Alabama","33.2809","-88.0887","20049"
"Cherokee","Cherokee","Cherokee County","20021","KS","Kansas","37.1693","-94.8463","20017"
"Frio","Frio","Frio County","48163","TX","Texas","28.8678","-99.1082","20013"
"Ashley","Ashley","Ashley County","05003","AR","Arkansas","33.1912","-91.7685","20000"
"Polk","Polk","Polk County","05113","AR","Arkansas","34.4858","-94.2282","19999"
"Bourbon","Bourbon","Bourbon County","21017","KY","Kentucky","38.2067","-84.2171","19998"
"Chaffee","Chaffee","Chaffee County","08015","CO","Colorado","38.7470","-106.1941","19977"
"Duchesne","Duchesne","Duchesne County","49013","UT","Utah","40.2982","-110.4252","19950"
"Buena Vista","Buena Vista","Buena Vista County","19021","IA","Iowa","42.7355","-95.1511","19950"
"Labette","Labette","Labette County","20099","KS","Kansas","37.1913","-95.2976","19938"
"Smith","Smith","Smith County","47159","TN","Tennessee","36.2505","-85.9567","19926"
"Davison","Davison","Davison County","46035","SD","South Dakota","43.6747","-98.1460","19890"
"Henry","Henry","Henry County","19087","IA","Iowa","40.9880","-91.5445","19889"
"Jones","Jones","Jones County","48253","TX","Texas","32.7399","-99.8787","19874"
"Lincoln","Lincoln","Lincoln County","30053","MT","Montana","48.5425","-115.4051","19845"
"Warren","Warren","Warren County","37185","NC","North Carolina","36.3965","-78.1067","19746"
"Freestone","Freestone","Freestone County","48161","TX","Texas","31.7049","-96.1491","19744"
"Martin","Martin","Martin County","27091","MN","Minnesota","43.6744","-94.5511","19737"
"Greene","Greene","Greene County","51079","VA","Virginia","38.2976","-78.4669","19734"
"Butler","Butler","Butler County","01013","AL","Alabama","31.7524","-86.6803","19726"
"Adams","Adams","Adams County","53001","WA","Washington","46.9833","-118.5606","19702"
"Union","Union","Union County","47173","TN","Tennessee","36.2879","-83.8375","19678"
"McIntosh","McIntosh","McIntosh County","40091","OK","Oklahoma","35.3736","-95.6668","19677"
"Northampton","Northampton","Northampton County","37131","NC","North Carolina","36.4178","-77.3969","19672"
"Montague","Montague","Montague County","48337","TX","Texas","33.6757","-97.7246","19640"
"Lincoln","Lincoln","Lincoln County","35027","NM","New Mexico","33.7453","-105.4593","19640"
"Lincoln","Lincoln","Lincoln County","56023","WY","Wyoming","42.2639","-110.6560","19640"
"Fayette","Fayette","Fayette County","19065","IA","Iowa","42.8626","-91.8443","19604"
"Orange","Orange","Orange County","18117","IN","Indiana","38.5418","-86.4951","19552"
"Douglas","Douglas","Douglas County","17041","IL","Illinois","39.7695","-88.2173","19551"
"Concordia","Concordia","Concordia Parish","22029","LA","Louisiana","31.4459","-91.6401","19533"
"Holmes","Holmes","Holmes County","12059","FL","Florida","30.8679","-85.8141","19530"
"Clay","Clay","Clay County","28025","MS","Mississippi","33.6557","-88.7816","19515"
"Kent","Kent","Kent County","24029","MD","Maryland","39.2545","-76.0399","19456"
"Tishomingo","Tishomingo","Tishomingo County","28141","MS","Mississippi","34.7404","-88.2393","19396"
"Adair","Adair","Adair County","21001","KY","Kentucky","37.1041","-85.2807","19366"
"Jackson","Jackson","Jackson County","19097","IA","Iowa","42.1717","-90.5742","19348"
"Pierce","Pierce","Pierce County","13229","GA","Georgia","31.3588","-82.2128","19336"
"Benton","Benton","Benton County","29015","MO","Missouri","38.2948","-93.2879","19305"
"Marion","Marion","Marion County","21155","KY","Kentucky","37.5525","-85.2696","19257"
"Long","Long","Long County","13183","GA","Georgia","31.7526","-81.7457","19236"
"East Feliciana","East Feliciana","East Feliciana Parish","22037","LA","Louisiana","30.8451","-91.0455","19228"
"Perry","Perry","Perry County","29157","MO","Missouri","37.7072","-89.8244","19227"
"Hampton","Hampton","Hampton County","45049","SC","South Carolina","32.7763","-81.1407","19223"
"Berrien","Berrien","Berrien County","13019","GA","Georgia","31.2760","-83.2296","19206"
"Langlade","Langlade","Langlade County","55067","WI","Wisconsin","45.2623","-89.0719","19167"
"Elbert","Elbert","Elbert County","13105","GA","Georgia","34.1168","-82.8401","19164"
"Marengo","Marengo","Marengo County","01091","AL","Alabama","32.2476","-87.7896","19138"
"Perry","Perry","Perry County","18123","IN","Indiana","38.0796","-86.6380","19091"
"Bertie","Bertie","Bertie County","37015","NC","North Carolina","36.0662","-76.9787","19081"
"Los Alamos","Los Alamos","Los Alamos County","35028","NM","New Mexico","35.8693","-106.3073","18976"
"Jefferson","Jefferson","Jefferson County","20087","KS","Kansas","39.2358","-95.3834","18974"
"Spencer","Spencer","Spencer County","21215","KY","Kentucky","38.0325","-85.3279","18945"
"Brantley","Brantley","Brantley County","13025","GA","Georgia","31.1969","-81.9819","18924"
"Banks","Banks","Banks County","13011","GA","Georgia","34.3543","-83.4972","18900"
"Plumas","Plumas","Plumas County","06063","CA","California","40.0047","-120.8386","18844"
"Lamar","Lamar","Lamar County","13171","GA","Georgia","33.0765","-84.1394","18834"
"Hart","Hart","Hart County","21099","KY","Kentucky","37.2999","-85.8847","18833"
"Crawford","Crawford","Crawford County","17033","IL","Illinois","39.0027","-87.7595","18833"
"Morgan","Morgan","Morgan County","13211","GA","Georgia","33.5908","-83.4924","18832"
"Covington","Covington","Covington County","28031","MS","Mississippi","31.6332","-89.5526","18810"
"Green Lake","Green Lake","Green Lake County","55047","WI","Wisconsin","43.8004","-89.0448","18807"
"Harrison","Harrison","Harrison County","21097","KY","Kentucky","38.4418","-84.3314","18763"
"Paulding","Paulding","Paulding County","39125","OH","Ohio","41.1166","-84.5802","18742"
"Roosevelt","Roosevelt","Roosevelt County","35041","NM","New Mexico","34.0212","-103.4801","18723"
"Houston","Houston","Houston County","27055","MN","Minnesota","43.6714","-91.4929","18670"
"Waseca","Waseca","Waseca County","27161","MN","Minnesota","44.0221","-93.5873","18658"
"Deaf Smith","Deaf Smith","Deaf Smith County","48117","TX","Texas","34.9660","-102.6049","18617"
"Dickinson","Dickinson","Dickinson County","20041","KS","Kansas","38.8665","-97.1527","18614"
"Pike","Pike","Pike County","13231","GA","Georgia","33.0923","-84.3892","18565"
"Madison","Madison","Madison County","12079","FL","Florida","30.4441","-83.4701","18557"
"Humphreys","Humphreys","Humphreys County","47085","TN","Tennessee","36.0409","-87.7757","18528"
"Cedar","Cedar","Cedar County","19031","IA","Iowa","41.7723","-91.1324","18475"
"Macon","Macon","Macon County","01087","AL","Alabama","32.3859","-85.6927","18437"
"Appling","Appling","Appling County","13001","GA","Georgia","31.7493","-82.2890","18428"
"Bosque","Bosque","Bosque County","48035","TX","Texas","31.9004","-97.6343","18428"
"Fentress","Fentress","Fentress County","47049","TN","Tennessee","36.3805","-84.9325","18405"
"Poweshiek","Poweshiek","Poweshiek County","19157","IA","Iowa","41.6864","-92.5315","18391"
"Park","Park","Park County","08093","CO","Colorado","39.1194","-105.7172","18345"
"Beadle","Beadle","Beadle County","46005","SD","South Dakota","44.4145","-98.2781","18338"
"Simpson","Simpson","Simpson County","21213","KY","Kentucky","36.7419","-86.5823","18319"
"Attala","Attala","Attala County","28007","MS","Mississippi","33.0863","-89.5815","18308"
"Eastland","Eastland","Eastland County","48133","TX","Texas","32.3271","-98.8323","18289"
"Otero","Otero","Otero County","08089","CO","Colorado","37.9026","-103.7164","18284"
"Stone","Stone","Stone County","28131","MS","Mississippi","30.7900","-89.1177","18282"
"Drew","Drew","Drew County","05043","AR","Arkansas","33.5894","-91.7200","18263"
"Bethel","Bethel","Bethel Census Area","02050","AK","Alaska","60.9131","-159.8186","18263"
"Wright","Wright","Wright County","29229","MO","Missouri","37.2702","-92.4687","18256"
"Gilchrist","Gilchrist","Gilchrist County","12041","FL","Florida","29.7258","-82.8004","18245"
"Burleson","Burleson","Burleson County","48051","TX","Texas","30.4925","-96.6215","18237"
"Grant","Grant","Grant County","05053","AR","Arkansas","34.2900","-92.4236","18229"
"Andrews","Andrews","Andrews County","48003","TX","Texas","32.3050","-102.6378","18227"
"Montour","Montour","Montour County","42093","PA","Pennsylvania","41.0279","-76.6586","18178"
"Pike","Pike","Pike County","29163","MO","Missouri","39.3438","-91.1714","18158"
"Jefferson","Jefferson","Jefferson County","19101","IA","Iowa","41.0318","-91.9489","18153"
"Phillips","Phillips","Phillips County","05107","AR","Arkansas","34.4275","-90.8489","18151"
"Winston","Winston","Winston County","28159","MS","Mississippi","33.0885","-89.0344","18116"
"McDowell","McDowell","McDowell County","54047","WV","West Virginia","37.3785","-81.6536","18083"
"Pitkin","Pitkin","Pitkin County","08097","CO","Colorado","39.2171","-106.9166","17980"
"Young","Young","Young County","48503","TX","Texas","33.1767","-98.6878","17961"
"Randolph","Randolph","Randolph County","05121","AR","Arkansas","36.3415","-91.0276","17934"
"Inyo","Inyo","Inyo County","06027","CA","California","36.5111","-117.4107","17930"
"Ste. Genevieve","Ste. Genevieve","Ste. Genevieve County","29186","MO","Missouri","37.8944","-90.1944","17887"
"Westmoreland","Westmoreland","Westmoreland County","51193","VA","Virginia","38.1120","-76.8042","17873"
"Yancey","Yancey","Yancey County","37199","NC","North Carolina","35.8989","-82.3076","17870"
"Russell","Russell","Russell County","21207","KY","Kentucky","36.9910","-85.0587","17846"
"Schuyler","Schuyler","Schuyler County","36097","NY","New York","42.3938","-76.8752","17845"
"Radford","Radford","Radford City","51750","VA","Virginia","37.1229","-80.5587","17833"
"Southampton","Southampton","Southampton County","51175","VA","Virginia","36.7204","-77.1061","17829"
"Unicoi","Unicoi","Unicoi County","47171","TN","Tennessee","36.1107","-82.4323","17821"
"Hancock","Hancock","Hancock County","17067","IL","Illinois","40.4038","-91.1647","17820"
"Greene","Greene","Greene County","13133","GA","Georgia","33.5788","-83.1667","17808"
"Morgan","Morgan","Morgan County","54065","WV","West Virginia","39.5604","-78.2578","17800"
"Franklin","Franklin","Franklin County","05047","AR","Arkansas","35.5123","-93.8906","17785"
"Gem","Gem","Gem County","16045","ID","Idaho","44.0616","-116.3975","17771"
"Arkansas","Arkansas","Arkansas County","05001","AR","Arkansas","34.2892","-91.3742","17761"
"Johnson","Johnson","Johnson County","47091","TN","Tennessee","36.4549","-81.8518","17755"
"Kalkaska","Kalkaska","Kalkaska County","26079","MI","Michigan","44.6847","-85.0902","17725"
"Benzie","Benzie","Benzie County","26019","MI","Michigan","44.6387","-86.0155","17703"
"Patrick","Patrick","Patrick County","51141","VA","Virginia","36.6783","-80.2844","17660"
"Hughes","Hughes","Hughes County","46065","SD","South Dakota","44.3890","-99.9960","17560"
"Garrard","Garrard","Garrard County","21079","KY","Kentucky","37.6396","-84.5377","17554"
"Andrew","Andrew","Andrew County","29003","MO","Missouri","39.9835","-94.8021","17554"
"Manassas Park","Manassas Park","Manassas Park City","51685","VA","Virginia","38.7709","-77.4429","17548"
"Clayton","Clayton","Clayton County","19043","IA","Iowa","42.8448","-91.3414","17527"
"Cooper","Cooper","Cooper County","29053","MO","Missouri","38.8436","-92.8101","17522"
"Avery","Avery","Avery County","37011","NC","North Carolina","36.0766","-81.9226","17510"
"Dukes","Dukes","Dukes County","25007","MA","Massachusetts","41.3961","-70.6501","17430"
"Holmes","Holmes","Holmes County","28051","MS","Mississippi","33.1235","-90.0920","17414"
"Richland","Richland","Richland County","55103","WI","Wisconsin","43.3756","-90.4295","17408"
"Haywood","Haywood","Haywood County","47075","TN","Tennessee","35.5832","-89.2838","17391"
"McCreary","McCreary","McCreary County","21147","KY","Kentucky","36.7371","-84.4842","17333"
"Leon","Leon","Leon County","48289","TX","Texas","31.2965","-95.9957","17325"
"Mariposa","Mariposa","Mariposa County","06043","CA","California","37.5815","-119.9055","17319"
"Colonial Heights","Colonial Heights","Colonial Heights City","51570","VA","Virginia","37.2650","-77.3969","17283"
"Falls","Falls","Falls County","48145","TX","Texas","31.2533","-96.9359","17281"
"New Madrid","New Madrid","New Madrid County","29143","MO","Missouri","36.5946","-89.6517","17275"
"Edgar","Edgar","Edgar County","17045","IL","Illinois","39.6785","-87.7456","17272"
"Dickinson","Dickinson","Dickinson County","19059","IA","Iowa","43.3780","-95.1508","17260"
"Chester","Chester","Chester County","47023","TN","Tennessee","35.4217","-88.6135","17260"
"Cook","Cook","Cook County","13075","GA","Georgia","31.1540","-83.4305","17217"
"Seward","Seward","Seward County","31159","NE","Nebraska","40.8724","-97.1395","17217"
"Sharp","Sharp","Sharp County","05135","AR","Arkansas","36.1612","-91.4798","17217"
"Lee","Lee","Lee County","48287","TX","Texas","30.3107","-96.9657","17174"
"Lee","Lee","Lee County","45061","SC","South Carolina","34.1633","-80.2545","17144"
"Henry","Henry","Henry County","01067","AL","Alabama","31.5147","-85.2414","17123"
"Mason","Mason","Mason County","21161","KY","Kentucky","38.5952","-83.8242","17122"
"Gunnison","Gunnison","Gunnison County","08051","CO","Colorado","38.6668","-107.0317","17119"
"Delaware","Delaware","Delaware County","19055","IA","Iowa","42.4712","-91.3673","17107"
"Robertson","Robertson","Robertson County","48395","TX","Texas","31.0270","-96.5129","17094"
"Buckingham","Buckingham","Buckingham County","51029","VA","Virginia","37.5722","-78.5287","17087"
"Chickasaw","Chickasaw","Chickasaw County","28017","MS","Mississippi","33.9208","-88.9479","17060"
"Bristol","Bristol","Bristol City","51520","VA","Virginia","36.6181","-82.1604","17059"
"Crawford","Crawford","Crawford County","19047","IA","Iowa","42.0372","-95.3820","16998"
"King William","King William","King William County","51101","VA","Virginia","37.7066","-77.0885","16985"
"Warren","Warren","Warren County","17187","IL","Illinois","40.8488","-90.6150","16981"
